1442843262;4;28;32
1442902204;4;28;32
1442988604;4;28;32
1443075005;4;28;32
1443161404;4;28;32
1443247804;4;28;32
1443334204;4;28;32
1443420605;4;28;32
1443507004;4;28;32
1443593404;4;28;32
1443679804;4;28;32
1443766204;4;28;32
1443852604;4;29;33
1443939004;4;29;33
1444025404;4;29;33
1444111805;4;29;33
1444198205;4;29;33
1444284604;4;29;33
1444371004;4;29;33
1444457404;3;30;33
1444543804;3;30;33
1444630204;3;30;33
1444716604;4;29;33
1444803004;3;29;32
1444889404;2;30;32
1444975804;2;30;32
1445062204;2;30;32
1445148604;2;30;32
1445235004;2;30;32
1445321405;2;30;32
1445407805;2;30;32
1445494204;2;30;32
1445580604;2;30;32
1445667004;2;30;32
1445757004;2;30;32
1445843404;2;30;32
1445929804;2;30;32
1446016204;2;30;32
1446102604;2;30;32
1446189005;2;30;32
1446275404;2;30;32
1446361804;2;30;32
1446448205;2;30;32
1446534604;2;30;32
1446621004;2;30;32
1446707404;2;30;32
1446793804;2;30;32
1446880204;2;30;32
1446966604;2;30;32
1447053004;2;30;32
1447139404;2;30;32
1447312204;2;30;32
1447398604;2;30;32
1447485004;2;30;32
1447571404;2;30;32
1447657804;2;30;32
1447744204;2;30;32
1447830605;2;30;32
1447917004;2;30;32
1448003404;2;30;32
1448089804;2;30;32
1448176205;2;30;32
1448262604;2;30;32
1448349005;2;30;32
1448435404;2;30;32
1448521804;2;30;32
1448608204;2;30;32
1448694604;2;30;32
1448781004;2;30;32
1448867404;2;30;32
1448953804;2;30;32
1449040204;2;30;32
1449213004;2;30;32
1449299405;2;30;32
1449385804;2;30;32
1449472204;2;30;32
1449558604;2;30;32
1449645005;2;30;32
1449731404;2;30;32
1449817804;2;30;32
1449904204;2;30;32
1449990604;2;30;32
1450077004;2;30;32
1450163404;2;30;32
1450249804;2;30;32
1450336204;2;30;32
1450422604;2;30;32
1450509004;2;30;32
1450595404;2;30;32
1450681804;2;30;32
1450768206;2;30;32
1450854604;2;30;32
1450941004;2;30;32
1451027404;2;30;32
1451113804;2;30;32
1451200204;2;30;32
1451286604;2;30;32
1451373004;2;30;32
1451459404;2;30;32
1451632205;2;30;32
1451718604;2;30;32
1451805004;2;30;32
1451891405;2;30;32
1451977804;2;30;32
1452064205;2;30;32
1452150604;2;30;32
1452237005;2;30;32
1452323404;2;30;32
1452409805;2;30;32
1452496204;2;30;32
1452582604;2;30;32
1452669004;2;30;32
1452755404;2;30;32
1452841804;2;30;32
1452928205;2;30;32
1453014604;2;30;32
1453101004;2;30;32
1453187404;2;30;32
1453273804;2;30;32
1453360204;2;30;32
1453446604;2;30;32
1453533004;2;30;32
1453619404;2;30;32
1453705804;2;30;32
1453792205;2;30;32
1454137804;1;30;32
1454224204;1;30;32
1454310604;1;30;32
1454397004;1;30;32
1454483404;1;30;32
1454569805;2;30;32
1454656204;2;30;32
1454742605;2;30;32
1454829005;2;30;32
1454915404;2;30;32
1455001804;2;30;32
1455088204;2;30;32
1455174604;2;30;32
1455261005;2;30;32
1455347405;2;30;32
1455433806;2;30;32
1455520204;2;30;32
1455606604;2;30;32
1455693004;2;30;32
1455779404;2;30;32
1455865804;2;30;32
1455952205;3;30;33
1456038604;3;30;33
1456125004;3;30;33
1456211404;3;30;33
1456297804;3;30;33
1456384204;3;30;33
1456470604;3;30;33
1456643404;3;30;33
1456729804;3;30;33
1456816204;3;30;33
1456902605;3;30;33
1456989006;3;30;33
1457075404;3;30;33
1457161804;3;30;33
1457248205;3;30;33
1457334605;3;30;33
1457421004;3;30;33
1457507404;3;30;33
1457593804;3;30;33
1457680204;3;30;33
1457766604;3;30;33
1457853005;3;30;33
1457939404;3;30;33
1458112204;3;30;33
1458198604;3;30;33
1458285005;2;31;33
1458371404;2;31;33
1458457804;2;31;33
1458544204;2;31;33
1458630604;2;31;33
1458717004;2;31;33
1458803404;2;31;33
1458889804;2;31;33
1458976204;2;31;33
1459059004;2;31;33
1459145404;2;31;33
1459231804;2;31;33
1459318204;2;31;33
1459404604;2;31;33
1459491005;2;31;33
1459577404;2;31;33
1459663805;2;31;33
1459750204;2;31;33
1459836606;2;31;33
1459923004;2;31;33
1460009405;2;31;33
1460095804;2;31;33
1460182204;2;31;33
1460268604;2;31;33
1460355004;2;31;33
1460441405;2;31;33
1460614204;2;31;33
1460700604;2;31;33
1460787004;2;31;33
1460959804;2;31;33
1461046204;2;31;33
1461132605;2;31;33
1461219004;2;31;33
1461391805;2;31;33
1461478204;2;31;33
1461564604;2;31;33
1461651005;2;31;33
1461737404;2;31;33
1461823805;2;31;33
1461910204;2;31;33
1461996604;2;31;33
1462083004;2;31;33
1462169404;2;31;33
1462515005;2;31;33
1462601404;2;31;33
1462687804;2;31;33
1462774204;2;31;33
1463292605;2;31;33
1463379005;2;31;33
1463811004;2;31;33
1463897404;2;31;33
1463983804;2;31;33
1464070204;2;31;33
