Dicto 31/03/2019,146,https://ci.ilias.de/viewLog.html?buildId=12799&tab=report_project7_Report__Diff_per_Rule&buildTypeId=IliasCodeAnalysis_Dicto,210,2137,0,0
Dicto 24/03/2019,145,https://ci.ilias.de/viewLog.html?buildId=12798&buildTypeId=IliasCodeAnalysis_Dicto&tab=report_project7_Report__Diff_per_Rule,0,2137,0,0
Dicto 17/03/2019,144,https://ci.ilias.de/viewLog.html?buildId=12798&buildTypeId=IliasCodeAnalysis_Dicto&tab=report_project7_Report__Diff_per_Rule,0,2134,23,1
